Plot	Species	Individu	Mostra	TVU	ROF	OTHERS	TOTAL
37	TVUF	9	1	14	0	0	14
37	TVUF	9	2	5	0	0	5
37	TVUF	10	1	2	0	0	2
37	TVUF	10	2	18	0	1	19
37	TVUH	1	1	0	0	0	0
37	TVUH	1	2	3	0	0	3
37	TVUH	2	1	0	0	0	0
37	TVUH	2	2	2	0	0	2
37	TVUH	3	1	8	0	0	8
37	TVUH	3	2	2	0	0	2
37	TVUH	4	1	12	0	0	12
37	TVUH	4	2	20	0	0	20
37	TVUH	5	1	7	0	0	7
37	TVUH	5	2	NA	NA	NA	NA
37	TVUH	6	1	2	0	0	2
37	TVUH	6	2	0	0	0	0
37	TVUH	7	1	4	0	0	4
37	TVUH	7	2	32	0	0	32
37	TVUH	8	1	0	0	0	0
37	TVUH	8	2	9	0	0	10
37	TVUH	9	1	6	0	0	6
37	TVUH	9	2	0	0	0	0
37	TVUH	10	1	1	0	0	1
37	TVUH	10	2	0	0	0	0
38	ROF	1	1	0	0	0	0
38	ROF	1	2	NA	NA	NA	NA
38	ROF	2	1	3	0	0	6
38	ROF	2	2	0	5	0	5
38	ROF	3	1	0	6	0	6
38	ROF	3	2	0	2	0	2
38	ROF	4	1	0	7	0	7
38	ROF	4	2	0	6	0	6
38	ROF	5	1	0	9	0	9
38	ROF	5	2	0	17	0	17
38	ROF	6	1	0	26	1	27
38	ROF	6	2	0	0	1	1
38	ROF	7	1	0	1	0	1
38	ROF	7	2	0	1	0	1
38	ROF	8	1	0	1	0	1
38	ROF	8	2	0	4	0	4
38	ROF	9	1	NA	NA	NA	NA
38	ROF	9	2	0	20	0	20
38	ROF	10	1	0	6	0	6
38	ROF	10	2	0	32	0	32
38	TVUF	1	1	27	0	0	27
38	TVUF	1	2	NA	NA	NA	NA
38	TVUF	2	1	10	0	0	10
38	TVUF	2	2	8	0	1	9
38	TVUF	3	1	NA	NA	NA	NA
38	TVUF	3	2	40	0	0	40
38	TVUF	4	1	52	0	0	52
38	TVUF	4	2	7	0	0	7
38	TVUF	5	1	NA	NA	NA	NA
38	TVUF	5	2	36	0	0	36
38	TVUF	6	1	NA	NA	NA	NA
38	TVUF	6	2	5	0	0	5
38	TVUF	7	1	33	0	0	33
38	TVUF	7	2	3	0	0	3
38	TVUF	8	1	30	0	1	31
38	TVUF	8	2	15	0	0	15
38	TVUF	9	1	33	0	0	33
38	TVUF	9	2	NA	NA	NA	NA
38	TVUF	10	1	41	0	0	41
38	TVUF	10	2	18	0	0	18
38	TVUH	1	1	NA	NA	NA	NA
38	TVUH	1	2	0	0	0	0
38	TVUH	2	1	82	0	0	82
38	TVUH	2	2	2	0	0	2
38	TVUH	3	1	NA	NA	NA	NA
38	TVUH	3	2	18	0	0	18
38	TVUH	4	1	6	0	0	6
38	TVUH	4	2	5	0	1	6
38	TVUH	5	1	10	0	1	11
38	TVUH	5	2	NA	NA	NA	NA
38	TVUH	6	1	2	0	0	2
38	TVUH	6	2	14	0	0	14
38	TVUH	7	1	4	0	0	4
38	TVUH	7	2	NA	NA	NA	NA
38	TVUH	8	1	NA	NA	NA	NA
38	TVUH	8	2	3	3	0	6
38	TVUH	9	1	8	0	0	8
38	TVUH	9	2	0	0	0	0
38	TVUH	10	1	17	0	0	17
38	TVUH	10	2	1	0	0	1
39	ROF	1	1	0	12	0	12
39	ROF	1	2	0	18	0	18
39	ROF	2	1	0	11	0	11
39	ROF	2	2	0	0	0	0
39	ROF	3	1	0	5	0	5
39	ROF	3	2	0	18	0	20
39	ROF	4	1	0	4	0	7
39	ROF	4	2	0	0	0	0
39	ROF	5	1	0	0	0	0
39	ROF	5	2	0	2	0	2
39	ROF	6	1	0	0	0	0
39	ROF	6	2	0	0	0	0
39	ROF	7	1	0	0	0	0
39	ROF	7	2	NA	NA	NA	NA
39	ROF	8	1	0	25	0	25
39	ROF	8	2	NA	NA	NA	NA
39	ROF	9	1	0	28	0	28
39	ROF	9	2	0	1	0	2
39	ROF	10	1	0	4	0	4
39	ROF	10	2	0	13	0	13
39	TVUF	1	1	12	0	0	16
39	TVUF	1	2	2	11	0	13
39	TVUF	2	1	39	0	0	39
39	TVUF	2	2	1	0	0	1
39	TVUF	3	1	10	2	1	13
39	TVUF	3	2	2	1	0	3
39	TVUF	4	1	0	0	0	0
39	TVUF	4	2	0	0	3	3
39	TVUF	5	1	0	0	0	0
39	TVUF	5	2	1	0	0	1
39	TVUF	6	1	0	0	0	0
39	TVUF	6	2	2	0	0	2
39	TVUF	7	1	0	0	0	0
39	TVUF	7	2	9	1	0	10
39	TVUF	8	1	14	0	0	14
39	TVUF	8	2	1	0	0	1
39	TVUF	9	1	6	0	0	6
39	TVUF	9	2	1	0	0	1
39	TVUF	10	1	1	0	0	1
39	TVUF	10	2	0	0	0	0
39	TVUH	1	1	23	0	0	23
39	TVUH	1	2	NA	NA	NA	NA
39	TVUH	2	1	12	0	0	12
39	TVUH	2	2	27	0	0	27
39	TVUH	3	1	7	0	0	7
39	TVUH	3	2	0	0	0	0
39	TVUH	4	1	0	0	0	0
39	TVUH	4	2	1	0	0	1
39	TVUH	5	1	7	0	0	7
39	TVUH	5	2	32	0	0	32
39	TVUH	6	1	1	0	0	1
39	TVUH	6	2	1	0	0	1
39	TVUH	7	1	2	0	0	2
39	TVUH	7	2	2	0	0	2
39	TVUH	8	1	11	0	0	11
39	TVUH	8	2	11	0	0	11
39	TVUH	9	1	0	0	0	0
39	TVUH	9	2	0	0	0	0
39	TVUH	10	1	6	0	0	6
39	TVUH	10	2	7	0	0	7
40	ROF	1	1	0	9	0	9
40	ROF	1	2	0	23	0	23
40	ROF	2	1	0	1	0	1
40	ROF	2	2	0	1	0	1
40	ROF	3	1	0	3	0	3
40	ROF	3	2	0	4	0	4
40	ROF	4	1	0	1	0	1
40	ROF	4	2	0	4	0	4
40	ROF	5	1	0	3	0	3
40	ROF	5	2	0	0	0	0
40	ROF	6	1	0	11	0	11
40	ROF	6	2	0	5	1	6
40	ROF	7	1	0	0	0	0
40	ROF	7	2	0	0	0	0
40	ROF	8	1	0	10	0	10
40	ROF	8	2	0	5	0	5
40	ROF	9	1	0	29	0	29
40	ROF	9	2	0	2	0	2
40	ROF	10	1	0	0	0	0
40	ROF	10	2	0	2	0	2
40	TVUF	1	1	NA	NA	NA	NA
40	TVUF	1	2	NA	NA	NA	NA
40	TVUF	2	1	21	2	0	23
40	TVUF	2	2	24	0	0	25
40	TVUF	3	1	10	3	0	13
40	TVUF	3	2	10	0	0	10
40	TVUF	4	1	0	0	0	0
40	TVUF	4	2	13	0	32	45
40	TVUF	5	1	0	0	0	0
40	TVUF	5	2	0	0	0	0
40	TVUF	6	1	0	0	0	0
40	TVUF	6	2	0	0	0	0
40	TVUF	7	1	0	0	0	0
40	TVUF	7	2	0	0	0	0
40	TVUF	8	1	1	0	0	1
40	TVUF	8	2	0	0	0	0
40	TVUF	9	1	18	0	1	19
40	TVUF	9	2	16	0	0	17
40	TVUF	10	1	25	0	1	26
40	TVUF	10	2	3	0	1	4
40	TVUH	1	1	0	0	0	0
40	TVUH	1	2	31	0	0	31
40	TVUH	2	1	1	0	0	1
40	TVUH	2	2	NA	NA	NA	NA
40	TVUH	3	1	12	0	0	12
40	TVUH	3	2	0	0	0	0
40	TVUH	4	1	0	0	0	0
40	TVUH	4	2	0	0	0	0
40	TVUH	5	1	0	0	0	0
40	TVUH	5	2	12	0	0	12
40	TVUH	6	1	4	0	0	4
40	TVUH	6	2	11	0	0	11
40	TVUH	7	1	6	0	0	6
40	TVUH	7	2	8	0	0	8
40	TVUH	8	1	14	0	0	14
40	TVUH	8	2	40	1	0	41
40	TVUH	9	1	13	3	0	16
40	TVUH	9	2	29	0	0	29
40	TVUH	10	1	1	0	0	1
40	TVUH	10	2	0	0	0	0
